Date,team_avg(*C),team_min(*C),team_max(*C),prcp,snow,wind_speed(m/s),Rain_probability(%)
8/9/2003,28.1,25.5,32.2,30,0,24.56,60
8/10/2003,27.7,,30.1,0.8,0,24.56,60
8/11/2003,27.6,25.1,31.4,2,0,24.56,60
8/12/2003,27.9,25.6,32.6,20.1,0,24.56,60
8/13/2003,29.2,25.7,33.4,0.8,0,24.56,60
8/14/2003,28.5,,33.1,0,0,24.56,60
8/15/2003,29.1,,32.5,0,0,24.56,60
8/16/2003,30.1,27.1,34.5,,0,24.56,60
8/17/2003,30.3,,35.5,,0,24.56,60
8/18/2003,28.1,25,33.7,8.9,0,24.56,60
8/19/2003,27.5,24.5,32.8,40.9,0,24.56,60
8/20/2003,29.2,24.4,33.5,19.1,0,24.56,60
8/21/2003,28.9,26.5,33.9,0,0,24.56,60
8/22/2003,27,25.9,28.9,9.9,0,24.56,60
8/23/2003,28.2,25.6,32.2,35.1,0,24.56,60
8/24/2003,27.9,25.6,30.6,8.9,0,24.56,60
8/25/2003,27.6,,32.4,0.3,0,24.56,60
8/26/2003,26.2,24.4,29.2,40.9,0,24.56,60
8/27/2003,26.3,25,29.5,32,0,24.56,60
8/28/2003,26.7,24.2,29.5,32,0,24.56,60
8/29/2003,27.3,24,29.8,5.1,0,24.56,60
8/30/2003,27.8,25.4,31.7,0.3,0,24.56,60
8/31/2003,27.7,,32.8,14,0,24.56,60
9/1/2003,26.2,24.7,27.6,82,0,24.56,60
9/2/2003,25.9,25.2,29.6,3,0,24.56,60
9/3/2003,27.8,24.2,31.5,24.9,0,24.56,60
9/4/2003,27.2,25.7,29.1,1,0,24.56,60
9/5/2003,26.8,,31.2,3,0,24.56,60
9/6/2003,25.9,25,,16,0,24.56,60
9/7/2003,28.1,24.6,32.3,13,0,24.56,60
9/8/2003,28.4,25,33.4,0,0,24.56,60
9/9/2003,29.3,25.1,33.7,0,0,24.56,60
9/10/2003,28.3,,33.1,,0,24.56,60
9/11/2003,28.4,25.7,,,0,24.56,60
9/12/2003,27.7,,30,,0,24.56,60
9/13/2003,26.9,,29.5,0.8,0,24.56,60
9/14/2003,28,24.6,32.3,5.1,0,24.56,60
9/15/2003,29.3,25.2,34.1,0,0,24.56,60
9/16/2003,27.2,,32.8,3,0,24.56,60
9/17/2003,26.9,,32.1,0.8,0,24.56,60
9/18/2003,27.4,23.6,32.6,74.9,0,24.56,60
9/19/2003,28.7,25,,0,0,24.56,60
9/20/2003,29,26,,0,0,24.56,60
9/21/2003,28.6,26.1,,0.5,0,24.56,60
9/22/2003,27.8,25.9,34,8.9,0,24.56,60
9/23/2003,28.6,25.4,33.6,0.3,0,24.56,60
9/24/2003,27.8,26,,6.1,0,24.56,60
9/25/2003,25.6,25.2,27.5,20.1,0,24.56,60
9/26/2003,26.7,24.7,30.1,4.1,0,24.56,60
9/27/2003,27.7,24.9,31.6,4.1,0,24.56,60
9/28/2003,27.4,25.6,,0,0,24.56,60
9/29/2003,29.3,25.6,34.1,0,0,24.56,60
9/30/2003,29.3,,34.6,,0,24.56,60
10/1/2003,29.7,25.2,35.5,0,0,24.56,60
10/2/2003,26.8,,32.1,,0,24.56,60
10/3/2003,27.7,24.9,31.7,,0,24.56,60
10/4/2003,25,24,,17,0,24.56,60
10/5/2003,24.8,,,15,0,24.56,60
10/6/2003,24.7,23.6,25.6,80,0,24.56,60
10/7/2003,25.3,23.8,26.6,85.1,0,24.56,60
10/8/2003,27.6,24.7,29.6,54.1,0,24.56,60
10/9/2003,27.1,,31.6,8.9,0,24.56,60
10/10/2003,27.3,24.9,30.2,23.1,0,24.56,60
10/11/2003,28.6,24.2,32.6,0.8,0,24.56,60
10/12/2003,28.7,24.6,33.7,0,0,24.56,60
10/13/2003,28.6,24.5,33.8,0,0,24.56,60
10/14/2003,26.9,,32.5,0,0,24.56,60
10/15/2003,26.1,20.7,32.1,0,0,24.56,60
10/16/2003,26.5,23.2,32.7,,0,24.56,60
10/17/2003,24.9,,27.1,,0,24.56,60
10/18/2003,26,23.3,28.6,5.1,0,24.56,60
10/19/2003,26,,31.7,0,0,24.56,60
10/20/2003,27.3,23.5,,5.1,0,24.56,60
10/21/2003,27.7,,,0.5,0,24.56,60
10/22/2003,26.4,,30.3,0,0,24.56,60
10/23/2003,27.9,,32.5,0.3,0,24.56,60
10/24/2003,25.1,23.6,,27.9,0,24.56,60
10/25/2003,25.1,22.3,27.7,50,0,24.56,60
10/26/2003,26.3,,31.2,18,0,24.56,60
10/27/2003,26.9,23.9,30.7,0,0,24.56,60
10/28/2003,26.7,24.3,30.7,14,0,24.56,60
10/29/2003,27.5,23.6,32.4,0,0,24.56,60
10/30/2003,27.9,23.7,33.1,0,0,24.56,60
10/31/2003,28.3,24.1,33.8,0,0,24.56,60
11/1/2003,27.3,,33.1,,0,24.56,60
11/2/2003,25.7,22.4,30.6,,0,24.56,60
11/3/2003,26.2,23,,0,0,24.56,60
11/4/2003,25.3,22.6,31.3,0,0,24.56,60
11/5/2003,26.8,22.5,31.4,0,0,24.56,60
11/6/2003,25.9,22.5,,0,0,24.56,60
11/7/2003,25.3,19.6,31.8,0,0,24.56,60
11/8/2003,25.3,19.2,31.8,0,0,24.56,60
11/9/2003,24.6,19.7,30.7,0,0,24.56,60
11/10/2003,24.8,21.1,31.5,0,0,24.56,60
11/11/2003,24,,31,0,0,24.56,60
11/12/2003,23.3,18,29.7,0,0,24.56,60
11/13/2003,22.3,16.8,29.8,0,0,24.56,60
11/14/2003,21.9,16,29.6,0,0,24.56,60
11/15/2003,22.2,15.1,29.6,0,0,24.56,60
11/16/2003,22.5,,29.8,0,0,24.56,60
11/17/2003,22.8,16.3,29.9,0,0,24.56,60
11/18/2003,22.7,16.4,30.1,0,0,24.56,60
11/19/2003,23.8,17.7,31.1,0,0,24.56,60
11/20/2003,24.9,18.2,32.1,0,0,24.56,60
11/21/2003,25.1,20.6,31,0,0,24.56,60
11/22/2003,22.4,,29.7,0,0,24.56,60
11/23/2003,23.1,16.4,29.7,0,0,24.56,60
11/24/2003,22.1,16.3,29.2,0,0,24.56,60
11/25/2003,22.4,15.7,29.6,0,0,24.56,60
11/26/2003,22.5,15.7,29.3,0,0,24.56,60
11/27/2003,21.9,15.6,29.7,0,0,24.56,60
11/28/2003,21.5,15.3,30,0,0,24.56,60
11/29/2003,21.2,16.4,,0,0,24.56,60
11/30/2003,22.3,16.1,29.6,0,0,24.56,60
12/1/2003,21.8,16.5,29.7,0,0,24.56,60
12/2/2003,20.4,15.2,28.4,0,0,24.56,60
12/3/2003,19.9,14.1,29.3,0,0,24.56,60
12/4/2003,20.8,14.6,,0,0,24.56,60
12/5/2003,20.6,15,30.1,0,0,24.56,60
12/6/2003,21.6,15.1,30.3,0,0,24.56,60
12/7/2003,20.5,14.2,30.5,0,0,24.56,60
12/8/2003,20.6,15,,0,0,24.56,60
12/9/2003,21.2,14.6,29.5,0,0,24.56,60
12/10/2003,21.4,15.5,28.7,0,0,24.56,60
12/11/2003,21.9,15.9,30.4,0,0,24.56,60
12/12/2003,20.6,15.8,27.7,0,0,24.56,60
12/13/2003,21.2,15.8,29.6,0,0,24.56,60
12/14/2003,21.6,14.6,27.6,0,0,24.56,60
12/15/2003,21.1,19,23.7,0,0,24.56,60
12/16/2003,19.7,17.1,21.6,2,0,24.56,60
12/17/2003,20.3,18.6,22.5,18,0,24.56,60
12/18/2003,21.3,,26.6,0,0,24.56,60
12/19/2003,21.6,16.3,28.5,0,0,24.56,60
12/20/2003,20.5,15.8,28.2,0,0,24.56,60
12/21/2003,19.9,14.1,27.9,0,0,24.56,60
12/22/2003,19.7,13.3,28,0,0,24.56,60
12/23/2003,20.9,14,27.7,0,0,24.56,60
12/24/2003,20,13.5,29.1,0,0,24.56,60
12/25/2003,20.8,13.3,28.5,0,0,24.56,60
12/26/2003,22,16,,0,0,24.56,60
12/27/2003,20.6,,,,0,24.56,60
12/28/2003,19.4,16.1,26,0,0,24.56,60
12/29/2003,19.2,,24.9,1,0,24.56,60
12/30/2003,17.4,13.1,25.9,0,0,24.56,60
12/31/2003,18.2,,25.7,0,0,24.56,60
1/1/2004,18.3,11.4,26.5,0,0,24.56,60
1/2/2004,18.8,12.6,26.5,0,0,24.56,60
1/3/2004,19.4,14.1,26.7,0,0,24.56,60
1/4/2004,18.4,,26.5,0,0,24.56,60
1/5/2004,16.8,12,24.9,0,0,24.56,60
1/6/2004,16.3,10.6,,0,0,24.56,60
1/7/2004,18.1,12.1,25.7,0,0,24.56,60
1/8/2004,17.5,12.3,27.4,0,0,24.56,60
1/9/2004,18.7,11,28.1,0,0,24.56,60
1/10/2004,18.3,13,26.6,0,0,24.56,60
1/11/2004,18.2,11.2,27.2,0,0,24.56,60
1/12/2004,20.4,13,29.7,0,0,24.56,60
1/13/2004,20.9,14.2,29.9,0,0,24.56,60
1/14/2004,22,14.3,31.1,0,0,24.56,60
1/15/2004,22.8,15.2,31.2,0,0,24.56,60
1/16/2004,22.9,16.1,31.3,0,0,24.56,60
1/17/2004,22.8,16.3,31.7,0,0,24.56,60
1/18/2004,24.9,16.1,32.5,0,0,24.56,60
1/19/2004,24.8,19.1,32.8,0,0,24.56,60
1/20/2004,23.7,18.4,30.7,0,0,24.56,60
1/21/2004,22.1,18,30.8,0,0,24.56,60
1/22/2004,23.6,16.5,31,0,0,24.56,60
1/23/2004,22.8,17.8,29.4,0,0,24.56,60
1/24/2004,24.1,18.3,30.9,0,0,24.56,60
1/25/2004,21.9,,28.1,,0,24.56,60
1/26/2004,19,,22.1,,0,24.56,60
1/27/2004,21.1,16.8,26.6,0,0,24.56,60
1/28/2004,20.9,16.2,27.1,0,0,24.56,60
1/29/2004,20.6,15.5,27.6,0,0,24.56,60
1/30/2004,22.8,17,29.1,0,0,24.56,60
1/31/2004,24,17.5,29.9,,0,24.56,60
2/1/2004,24.2,19.1,30.4,1,0,24.56,60
2/2/2004,24.6,20.4,29.3,0,0,24.56,60
2/3/2004,21.4,,29.1,0,0,24.56,60
2/4/2004,19.6,10.8,28.4,0,0,24.56,60
2/5/2004,21.6,13.4,29.7,0,0,24.56,60
2/6/2004,21,17.1,24.6,0,0,24.56,60
2/7/2004,21.8,,27.3,3,0,24.56,60
2/8/2004,20.3,15.4,27.2,0,0,24.56,60
2/9/2004,20.3,12.5,29.1,0,0,24.56,60
2/10/2004,21.8,13.1,30.5,0,0,24.56,60
2/11/2004,22.8,14.6,31.3,0,0,24.56,60
2/12/2004,23.1,15.9,32.1,0,0,24.56,60
2/13/2004,23.3,15.1,33.1,0,0,24.56,60
2/14/2004,24.1,15.1,33.2,0,0,24.56,60
2/15/2004,23.8,15.1,33.3,0,0,24.56,60
2/16/2004,24.6,16.3,33.1,0,0,24.56,60
2/17/2004,24.2,18.1,32.4,,0,24.56,60
2/18/2004,24.9,20.1,32.6,0,0,24.56,60
2/19/2004,26.1,19.1,33.2,0,0,24.56,60
2/20/2004,26.5,19.6,35.4,0,0,24.56,60
2/21/2004,26.2,20,33.6,0,0,24.56,60
2/22/2004,25.8,19.3,34.6,0,0,24.56,60
2/23/2004,25.6,16.6,35.3,0,0,24.56,60
2/24/2004,26.6,16.8,35.6,0,0,24.56,60
2/25/2004,26.6,19.1,35.3,0,0,24.56,60
2/26/2004,26.2,17,35.5,0,0,24.56,60
2/27/2004,26.8,16.5,36.8,0,0,24.56,60
2/28/2004,28.5,18.1,35.8,,0,24.56,60
2/29/2004,28.2,,36.9,0,0,24.56,60
3/1/2004,28.7,22.9,37.2,0,0,24.56,60
3/2/2004,28,20.8,36.9,0,0,78.34,60
3/3/2004,27.7,18.5,36.9,0,0,78.34,60
3/4/2004,27.4,18.1,37.1,0,0,78.34,60
3/5/2004,28.9,19.2,37.7,0,0,78.34,60
3/6/2004,29.9,23.6,36.6,,0,78.34,60
3/7/2004,,,,,0,78.34,60
3/8/2004,26.1,,34,0,0,78.34,60
3/9/2004,26.1,18.1,33.9,0,0,78.34,60
3/10/2004,26.5,18.2,34.1,0,0,78.34,60
3/11/2004,27,21.4,34.8,0,0,78.34,60
3/12/2004,27.7,22,35.6,0,0,78.34,60
3/13/2004,29.2,,37.6,0,0,78.34,60
3/14/2004,28.1,21.7,39.4,0,0,78.34,60
3/15/2004,29.3,21.8,39.4,0,0,78.34,60
3/16/2004,30.3,20.8,41.4,0,0,78.34,60
3/17/2004,30.9,22.3,41.1,0,0,78.34,60
3/18/2004,30.2,22.7,42,0,0,78.34,60
3/19/2004,31.1,25,41.4,0,0,78.34,60
3/20/2004,30.2,24.1,40.1,0,0,78.34,60
3/21/2004,30.3,,38.1,0,0,78.34,60
3/22/2004,29.4,26,36.8,0,0,78.34,60
3/23/2004,29.6,25,37.5,0,0,78.34,60
3/24/2004,29.1,,35.8,0,0,78.34,60
3/25/2004,28.3,,36.6,0,0,78.34,60
3/26/2004,28.4,24.5,34.7,0,0,78.34,60
3/27/2004,28.9,25,36.3,0,0,78.34,60
3/28/2004,29.2,24.6,34.8,0,0,78.34,60
3/29/2004,29.8,25.5,36.6,0,0,78.34,60
3/30/2004,29.7,26.2,34.1,,0,78.34,60
3/31/2004,28.4,,36.6,,0,78.34,60
4/1/2004,29.2,,38.1,0,0,78.34,60
4/2/2004,28.6,,35.6,,0,78.34,60
4/3/2004,30.5,23,38.7,0,0,78.34,60
4/4/2004,30.2,26.1,37.6,0,0,78.34,60
4/5/2004,29.3,,36.8,,0,78.34,60
4/6/2004,29.9,23.2,36.1,0,0,78.34,60
4/7/2004,30.3,26,38.3,0,0,78.34,60
4/8/2004,29.1,,36.1,,0,78.34,60
4/9/2004,29.9,23.6,37.8,0,0,78.34,60
4/10/2004,30.7,27.2,37.6,0,0,78.34,60
4/11/2004,31.2,26.8,37.8,0,0,78.34,60
4/12/2004,30.7,26.6,39.4,0,0,78.34,60
4/13/2004,31.4,26.6,39.1,0,0,78.34,60
4/14/2004,31,27,38.4,0,0,78.34,60
4/15/2004,30.9,26.3,38.5,0,0,78.34,60
4/16/2004,31.4,26.1,39,0,0,78.34,60
4/17/2004,31.8,26.6,40.4,0,0,78.34,60
4/18/2004,30.1,27.1,,0,0,78.34,60
4/19/2004,31.4,26.8,38.7,0,0,78.34,60
4/20/2004,30.6,,35.5,0,0,78.34,60
4/21/2004,30.5,26.6,36.1,0,0,78.34,60
4/22/2004,28.2,22.6,34.5,,0,78.34,60
4/23/2004,29.4,,38.1,0,0,78.34,60
4/24/2004,25.3,21.3,31.4,30,0,78.34,60
4/25/2004,25.3,21.3,33,0,0,78.34,60
4/26/2004,26.5,20,34.6,36.1,0,78.34,60
4/27/2004,28.2,21,34.1,8.9,0,78.34,60
4/28/2004,28.5,,34.3,0,0,78.34,60
4/29/2004,29.3,23.1,36.1,8.9,0,78.34,60
4/30/2004,29.3,23.2,35.6,0,0,78.34,60
5/1/2004,30.2,25.2,37.6,0,0,78.34,60
5/2/2004,30.9,25.3,38.1,0,0,78.34,60
5/3/2004,32.1,26.5,,0,0,78.34,60
5/4/2004,31.7,26.7,37.5,0,0,78.34,60
5/5/2004,30.1,,33.7,0,0,78.34,60
5/6/2004,30.7,27.3,36.1,0,0,78.34,60
5/7/2004,31.7,,37.6,0,0,78.34,60
5/8/2004,31,26.4,38.2,0,0,78.34,60
5/9/2004,31.3,26.3,37.6,0,0,78.34,60
5/10/2004,31.7,27.6,,0,0,78.34,60
5/11/2004,31.5,28.1,38.1,0,0,78.34,60
5/12/2004,32.3,29,40.7,0,0,78.34,60
5/13/2004,33.4,28.1,41.3,0,0,78.34,60
5/14/2004,32.3,,40.6,,0,78.34,60
5/15/2004,32.1,24.5,39.8,34,0,78.34,60
5/16/2004,30.3,25.1,35.5,0,0,78.34,60
5/17/2004,31.9,,37.1,,0,78.34,60
5/18/2004,31.1,25.3,37.3,2,0,78.34,60
5/19/2004,32.7,26.7,40.4,0,0,78.34,60
5/20/2004,35.6,28.2,45.1,0,0,78.34,60
5/21/2004,34.3,28.1,45.1,0,0,78.34,60
5/22/2004,33.4,28.3,43.4,0,0,78.34,60
5/23/2004,32.8,28.4,39.6,0,0,78.34,60
5/24/2004,32.3,29,38.1,0,0,78.34,60
5/25/2004,29.7,,,,0,78.34,60
5/26/2004,31.6,,39,0,0,78.34,60
5/27/2004,31.8,27.1,38,0,0,78.34,60
5/28/2004,31.3,28,38.3,0,0,78.34,60
5/29/2004,32.5,27.7,38.5,0,0,78.34,60
5/30/2004,31.3,27.5,37.1,0,0,78.34,60
5/31/2004,32.4,,39.1,0,0,78.34,60
6/1/2004,31.4,28.8,36.1,,0,78.34,60
6/2/2004,32.1,28.4,36.6,0,0,78.34,60
6/3/2004,32.8,29.2,39.4,0,0,78.34,60
6/4/2004,29.9,26.7,35.8,0,0,78.34,60
6/5/2004,32,26.2,39.3,0,0,78.34,60
6/6/2004,30.9,,38.7,0,0,78.34,60
6/7/2004,31.7,26.5,38.7,0,0,78.34,60
6/8/2004,32.9,27.5,39.4,0,0,78.34,60
6/9/2004,31.9,,40.1,,0,78.34,60
6/10/2004,29.8,23.7,38,,0,78.34,60
6/11/2004,30.3,25,36.7,,0,78.34,60
6/12/2004,27.1,,29.7,,0,78.34,60
6/13/2004,27,25.4,28.9,,0,78.34,60
6/14/2004,29,25.7,31.7,,0,78.34,60
6/15/2004,30.6,27.2,34.6,0,0,78.34,60
6/16/2004,30.1,,35.4,,0,78.34,60
6/17/2004,31.1,26.4,36,0,0,78.34,60
6/18/2004,29.9,27.7,34.3,0,0,78.34,60
6/19/2004,30.2,27.6,33.5,0,0,78.34,60
6/20/2004,31.7,26.5,35.9,0,0,78.34,60
6/21/2004,32,27.6,37.5,0,0,78.34,60
6/22/2004,32.3,27.7,37.7,0,0,78.34,60
6/23/2004,32.3,28.1,37.8,0,0,78.34,60
6/24/2004,32.8,27.1,38.4,0,0,78.34,60
6/25/2004,31.8,28.1,39.7,0,0,78.34,60
6/26/2004,34,29.1,40.6,0,0,78.34,60
6/27/2004,31.5,28,39.6,,0,78.34,60
6/28/2004,32.4,28.4,39.2,0,0,78.34,60
6/29/2004,29.9,28.1,33.6,0,0,78.34,60
6/30/2004,31.3,27.6,36.6,0,0,78.34,60
7/1/2004,29.9,,38.1,,0,78.34,60
7/2/2004,28.5,25.6,,,0,78.34,60
7/3/2004,27.3,,30.7,0.3,0,78.34,60
7/4/2004,28.8,,34.1,6.1,0,78.34,60
7/5/2004,29.7,25.9,34.1,0,0,78.34,60
7/6/2004,29.6,27.7,33.1,2,0,78.34,60
7/7/2004,28.3,25.5,33.2,1,0,78.34,60
7/8/2004,28.7,,33,6.1,0,78.34,60
7/9/2004,27.6,23.2,33.7,21.1,0,78.34,60
7/10/2004,27.9,23.6,33.4,14,0,78.34,60
7/11/2004,28,25,33.5,3,0,78.34,60
7/12/2004,27.4,,33.9,0,0,78.34,60
7/13/2004,27.9,24,33,29,0,78.34,60
7/14/2004,28,25.5,33.5,0,0,78.34,60
7/15/2004,28.2,25.1,31.7,0,0,78.34,60
7/16/2004,27.9,25.7,31.1,0,0,78.34,60
7/17/2004,29.7,25.9,33.8,8.9,0,78.34,60
7/18/2004,29.6,,34.4,0,0,78.34,60
7/19/2004,29.5,25.9,33.1,4.1,0,78.34,60
7/20/2004,26.7,,34.5,0,0,78.34,60
7/21/2004,25.9,23.9,27.5,41.9,0,78.34,60
7/22/2004,25.8,23.4,32.5,6.1,0,78.34,60
7/23/2004,27.1,23.8,30.7,7.1,0,78.34,60
7/24/2004,27.8,25.3,31.4,1,0,78.34,60
7/25/2004,27.8,26,31.5,1,0,78.34,60
7/26/2004,28.6,25.7,32.1,0.3,0,78.34,60
7/27/2004,26.3,,28.6,6.1,0,78.34,60
7/28/2004,27.7,24.8,31.5,24.9,0,78.34,60
7/29/2004,26.5,25.1,27.6,8.9,0,78.34,60
7/30/2004,28.3,,31.1,0,0,78.34,60
7/31/2004,29,26.3,33.1,0,0,78.34,60
8/1/2004,28.9,25.5,,,0,78.34,60
8/2/2004,26.3,,31.3,,0,78.34,60
8/3/2004,27.4,24.5,31.1,,0,78.34,60
8/4/2004,27.8,25.4,30.6,,0,78.34,60
8/5/2004,28.1,25.8,30.9,,0,78.34,60
8/6/2004,27.4,,31,,0,78.34,60
8/7/2004,25.8,,27,26.9,0,78.34,60
8/8/2004,25.8,,29.2,5.1,0,78.34,60
8/9/2004,27.2,,30.7,17,0,78.34,60
8/10/2004,26.4,24.4,30.1,3,0,78.34,60
8/11/2004,26.7,24.4,30.1,11.9,0,78.34,60
8/12/2004,27.2,25.3,32.6,1,0,78.34,60
8/13/2004,28.7,25.2,31.3,26.9,0,78.34,60
8/14/2004,27.9,,32.8,0,0,78.34,60
8/15/2004,28.2,25.4,32.4,9.9,0,78.34,60
8/16/2004,29.1,26.2,32.9,0.8,0,78.34,60
8/17/2004,27.1,25.6,29.8,0,0,78.34,60
8/18/2004,27.4,25.1,29,16,0,78.34,60
8/19/2004,26.4,25.7,27.8,8.9,0,78.34,60
8/20/2004,26.3,25.4,29.5,7.9,0,78.34,60
8/21/2004,28.2,25.9,33.1,8.9,0,78.34,60
8/22/2004,27.8,25,31.2,23.1,0,78.34,60
8/23/2004,29,26,33.4,0.5,0,78.34,60
8/24/2004,29.6,26.6,34.6,0,0,78.34,60
8/25/2004,30.3,26.6,34.3,0,0,78.34,60
8/26/2004,30.2,26.7,34.3,0,0,78.34,60
8/27/2004,30.1,25.9,,,0,78.34,60
8/28/2004,29.4,,35.3,,0,78.34,60
8/29/2004,28.8,25,32.6,,0,78.34,60
8/30/2004,29.1,26,32.4,0,0,78.34,60
8/31/2004,29.6,26.6,33.5,,0,78.34,60
9/1/2004,29.7,,35.3,0,0,78.34,60
9/2/2004,28.9,,34.9,0,0,78.34,60
9/3/2004,28.2,24,32.3,22.1,0,78.34,60
9/4/2004,28.6,26,32.4,0,0,78.34,60
9/5/2004,28,24.3,33.7,2,0,78.34,60
9/6/2004,28.7,25.3,33.4,5.1,0,78.34,60
9/7/2004,29.9,26.2,34.4,0,0,78.34,60
9/8/2004,30.2,26,34.2,0,0,78.34,60
9/9/2004,29.6,,34.6,,0,78.34,60
9/10/2004,27.4,24.2,,0.5,0,78.34,60
9/11/2004,26.4,23.1,28.7,34,0,78.34,60
9/12/2004,28.3,25.1,31.3,0.5,0,78.34,60
9/13/2004,29.1,25.2,33.1,5.1,0,78.34,60
9/14/2004,28.1,25,32.6,0,0,78.34,60
9/15/2004,27.8,24.5,31.4,4.1,0,78.34,60
9/16/2004,28,25.2,33,0,0,78.34,60
9/17/2004,28.3,24.6,32.3,0.5,0,78.34,60
9/18/2004,28.3,,32.8,0,0,78.34,60
9/19/2004,25.6,,30,8.9,0,78.34,60
9/20/2004,26.6,23.4,30.2,40.9,0,78.34,60
9/21/2004,28.2,24.5,33,0.5,0,78.34,60
9/22/2004,28.1,25.6,32.8,0,0,78.34,60
9/23/2004,29,25.2,33.7,1,0,78.34,60
9/24/2004,29.3,25.7,33.8,0,0,78.34,60
9/25/2004,29.2,25.8,34.4,0,0,78.34,60
9/26/2004,29.7,26,35,0,0,78.34,60
9/27/2004,29.7,26.1,34.5,0,0,78.34,60
9/28/2004,29.2,25.7,34.1,0,0,78.34,60
9/29/2004,29.6,25.7,34.7,0,0,78.34,60
9/30/2004,29,25.1,34.8,,0,78.34,60
10/1/2004,28.6,25.7,33.5,0,0,78.34,60
10/2/2004,28.1,25.3,32.8,,0,78.34,60
10/3/2004,25.2,,28.8,18,0,78.34,60
10/4/2004,25.6,23.6,28.4,67.1,0,78.34,60
10/5/2004,25.8,24.3,27.6,66,0,78.34,60
10/6/2004,25.9,24.8,27.8,46,0,78.34,60
10/7/2004,27.6,24.4,30.6,13,0,78.34,60
10/8/2004,27.8,,33,0,0,78.34,60
10/9/2004,28,25.1,31.8,0,0,78.34,60
10/10/2004,28.3,25.7,32.4,0,0,78.34,60
10/11/2004,27.8,,32.2,0,0,78.34,60
10/12/2004,27.5,24.1,32.1,0,0,78.34,60
10/13/2004,27.1,24.5,32.7,0,0,78.34,60
10/14/2004,27.1,23.9,31.5,0,0,78.34,60
10/15/2004,27.2,23.3,31.6,,0,78.34,60
10/16/2004,26.5,23.4,31.1,2,0,78.34,60
10/17/2004,25.5,,30.7,0,0,78.34,60
10/18/2004,24.8,19.7,30.7,0,0,78.34,60
10/19/2004,25.2,18.6,31.5,0,0,78.34,60
10/20/2004,26.2,20.2,32.3,0,0,78.34,60
10/21/2004,27.3,21.2,32.6,0,0,78.34,60
10/22/2004,27.3,22,32.9,0,0,78.34,60
10/23/2004,27,22.1,32.9,0,0,78.34,60
10/24/2004,26.8,22.1,32.5,0,0,78.34,60
10/25/2004,27.2,22.3,32.5,0,0,78.34,60
10/26/2004,27,23,32.4,0,0,78.34,60
10/27/2004,26.3,22.6,32.7,0,0,78.34,60
10/28/2004,27.4,22.1,32.9,0,0,78.34,60
10/29/2004,25.9,22.1,32.1,0,0,78.34,60
10/30/2004,25.6,22.6,28,0,0,78.34,60
10/31/2004,25.9,,30.8,0.3,0,78.34,60
11/1/2004,24.9,20.2,31,0,0,78.34,60
11/2/2004,23.2,18.6,30.8,0,0,78.34,60
11/3/2004,22.9,16.6,30,0,0,78.34,60
11/4/2004,22.3,15.4,30.1,0,0,78.34,60
11/5/2004,22.6,15.1,30.6,0,0,78.34,60
11/6/2004,23.4,16.4,30.7,0,0,78.34,60
11/7/2004,24.2,17.9,31.1,0,0,78.34,60
11/8/2004,24.4,19.2,29.6,0,0,78.34,60
11/9/2004,27.3,21,32.2,,0,78.34,60
11/10/2004,26.8,23.4,32.1,0,0,78.34,60
11/11/2004,26,22.2,31.8,0,0,78.34,60
11/12/2004,26.3,21.4,31.8,0,0,78.34,60
11/13/2004,26.6,22.2,32.3,0,0,78.34,60
11/14/2004,26,21,32.8,0,0,78.34,60
11/15/2004,25.9,21,33.3,0,0,78.34,60
11/16/2004,24.4,,32.6,0,0,78.34,60
11/17/2004,24,15.6,32.8,0,0,78.34,60
11/18/2004,23.3,15.7,33,0,0,78.34,60
11/19/2004,23.7,17,33,0,0,78.34,60
11/20/2004,24.1,16.6,32,0,0,78.34,60
11/21/2004,22,17.9,32,0,0,78.34,60
11/22/2004,23.7,16.7,32.9,0,0,78.34,60
11/23/2004,23.8,16.4,33.1,0,0,78.34,60
11/24/2004,24.1,17.3,31.8,0,0,78.34,60
11/25/2004,24.3,18.5,30.9,0,0,78.34,60
11/26/2004,24.1,20.5,30.3,0,0,78.34,60
11/27/2004,23.5,18.3,30.6,0,0,78.34,60
11/28/2004,23.2,18.4,31,0,0,78.34,60
11/29/2004,23.3,17.1,30.6,0,0,78.34,60
11/30/2004,22.6,16,30.3,0,0,78.34,60
12/1/2004,22.8,16.7,30.2,0,0,78.34,60
12/2/2004,22.3,16.1,30.1,0,0,78.34,60
12/3/2004,21.8,15.6,29.2,0,0,78.34,60
12/4/2004,21.4,15.6,29.1,0,0,78.34,60
12/5/2004,21.1,14.7,29.1,0,0,78.34,60
12/6/2004,21.8,14.6,30.2,0,0,78.34,60
12/7/2004,21.3,,29.8,0,0,78.34,60
12/8/2004,22.1,17.1,30.3,0,0,78.34,60
12/9/2004,22.4,16.7,30.1,0,0,78.34,60
12/10/2004,21.4,17.1,29,0,0,78.34,60
12/11/2004,22.4,17.2,29.5,0,0,78.34,60
12/12/2004,22.5,16,29.7,0,0,78.34,60
12/13/2004,22.4,16.1,29.7,0,0,78.34,60
12/14/2004,22.2,15.8,29.6,0,0,78.34,60
12/15/2004,22.6,16.5,30.5,0,0,78.34,60
12/16/2004,22.8,16.6,30.7,0,0,78.34,60
12/17/2004,22.1,15.2,28.7,0,0,78.34,60
12/18/2004,21.8,17.6,29.7,0,0,78.34,60
12/19/2004,22.6,15.6,30.5,0,0,78.34,60
